Index,A0,A1,A2,M0,M1,M2,O0,O1,O2,Time
44,-0.0522,-6.9849,6.8964,-16.156,-6.3385,-35.1273,150.4844,45.375,-0.3125,2018/12/9 10:09
45,-0.0479,-6.9841,6.9012,-15.831,-5.3329,-35.8933,150.4844,45.375,-0.3125,2018/12/9 10:09
46,-0.053,-6.9857,6.8932,-15.9149,-6.1722,-35.5225,150.4844,45.375,-0.3125,2018/12/9 10:09
47,-0.0502,-6.9873,6.8956,-16.2903,-6.2027,-35.3378,150.4844,45.375,-0.3125,2018/12/9 10:09
48,-0.0502,-6.9849,6.8952,-15.947,-5.7297,-35.4096,150.4844,45.375,-0.3125,2018/12/9 10:09
49,-0.0482,-6.9869,6.8932,-15.2344,-6.2576,-35.1883,150.4844,45.375,-0.3125,2018/12/9 10:09
50,-0.0495,-6.9885,6.896,-15.8661,-6.3782,-35.0479,150.4844,45.375,-0.3125,2018/12/9 10:09
51,-0.0522,-6.9901,6.894,-16.124,-6.1646,-35.2875,150.4844,45.375,-0.3125,2018/12/9 10:09
52,-0.0522,-6.9877,6.9008,-16.2064,-5.8578,-35.3882,150.4844,45.375,-0.3125,2018/12/9 10:09
53,-0.0558,-6.9845,6.8924,-16.0507,-6.2119,-35.8292,150.4844,45.375,-0.3125,2018/12/9 10:09
54,-0.055,-6.9905,6.8948,-15.6067,-6.2943,-35.1639,150.4844,45.375,-0.3125,2018/12/9 10:09
55,-0.0491,-6.9893,6.8944,-16.1926,-6.1295,-34.9686,150.4844,45.375,-0.3125,2018/12/9 10:09
56,-0.0499,-6.9877,6.8952,-15.4999,-5.8411,-35.6491,150.4844,45.375,-0.3125,2018/12/9 10:09
57,-0.0475,-6.9921,6.9,-16.1758,-6.1508,-35.4385,150.4844,45.375,-0.3125,2018/12/9 10:09
58,-0.055,-6.9865,6.896,-15.799,-5.3848,-35.1242,150.4844,45.375,-0.3125,2018/12/9 10:09
59,-0.0499,-6.9873,6.892,-16.4139,-6.4575,-34.8801,150.4844,45.375,-0.3125,2018/12/9 10:09
60,-0.0471,-6.9905,6.8976,-15.6372,-6.2714,-35.4355,150.4844,45.375,-0.3125,2018/12/9 10:09
61,-0.0502,-6.9841,6.9,-16.246,-6.575,-35.3882,150.4844,45.375,-0.3125,2018/12/9 10:09
62,-0.0538,-6.9877,6.8948,-16.1926,-5.2979,-35.2814,150.4844,45.375,-0.3125,2018/12/9 10:09
63,-0.0495,-6.9857,6.8972,-15.7257,-5.8716,-34.9854,150.4844,45.3906,-0.3125,2018/12/9 10:09
64,-0.0486,-6.9885,6.8944,-15.4862,-6.1111,-34.906,150.4844,45.3906,-0.3125,2018/12/9 10:09
65,-0.0486,-6.9865,6.8952,-15.7211,-6.4346,-35.2768,150.4844,45.3906,-0.3125,2018/12/9 10:09
66,-0.0534,-6.9877,6.8956,-15.8341,-5.78,-35.3989,150.4844,45.3906,-0.3125,2018/12/9 10:09
67,-0.0502,-6.9845,6.9016,-16.2079,-5.7831,-35.0266,150.4844,45.3906,-0.3125,2018/12/9 10:09
68,-0.0522,-6.9873,6.8964,-15.3,-5.9128,-35.5042,150.4844,45.3906,-0.3125,2018/12/9 10:09
69,-0.0439,-6.9901,6.8932,-16.3681,-6.3446,-34.6878,150.4844,45.3906,-0.3125,2018/12/9 10:09
70,-0.0475,-6.9921,6.898,-15.8966,-5.2109,-34.6359,150.4844,45.3906,-0.3125,2018/12/9 10:09
71,-0.051,-6.9845,6.8972,-16.1652,-6.3324,-35.4065,150.4844,45.3906,-0.3125,2018/12/9 10:09
72,-0.0546,-6.9841,6.896,-16.1499,-5.6183,-36.0703,150.4844,45.3906,-0.3125,2018/12/9 10:09
73,-0.0522,-6.9909,6.8964,-16.1118,-5.8838,-35.1257,150.4844,45.3906,-0.3125,2018/12/9 10:09
74,-0.0486,-6.9845,6.8936,-16.0843,-6.0013,-35.1639,150.4844,45.3906,-0.3125,2018/12/9 10:09
75,-0.0423,-6.9853,6.8948,-15.5502,-6.1203,-36.0001,150.4844,45.3906,-0.3125,2018/12/9 10:09
76,-0.0514,-6.9869,6.8944,-16.3422,-5.9464,-35.7422,150.4844,45.3906,-0.3125,2018/12/9 10:09
77,-0.0495,-6.9905,6.8928,-15.5762,-5.9418,-35.585,150.4844,45.3906,-0.3125,2018/12/9 10:09
78,-0.0522,-6.9841,6.8944,-16.1408,-6.1996,-35.5637,150.4844,45.3906,-0.3125,2018/12/9 10:09
79,-0.0502,-6.9865,6.8932,-15.9485,-6.1356,-35.5011,150.4844,45.3906,-0.3125,2018/12/9 10:09
80,-0.0459,-6.9873,6.8956,-16.3025,-6.0379,-35.5804,150.4844,45.3906,-0.3125,2018/12/9 10:09
81,-0.049,-6.9889,6.896,-15.21,-5.8273,-35.6339,150.4844,45.3906,-0.3125,2018/12/9 10:09
82,-0.0558,-6.9901,6.8972,-16.1331,-6.4835,-35.3836,150.4844,45.3906,-0.3125,2018/12/9 10:09
83,-0.0451,-6.9825,6.89,-15.7318,-6.1676,-34.5352,150.4844,45.3906,-0.3125,2018/12/9 10:09
84,-0.0491,-6.9901,6.898,-15.303,-5.8868,-35.4401,150.4844,45.3906,-0.3125,2018/12/9 10:09
85,-0.0462,-6.9841,6.8936,-16.2048,-6.1646,-35.0998,150.4844,45.3906,-0.3125,2018/12/9 10:09
86,-0.0455,-6.9913,6.8948,-16.0568,-5.6305,-35.083,150.4844,45.3906,-0.3125,2018/12/9 10:09
87,-0.0499,-6.9897,6.8968,-15.8554,-5.9998,-35.1624,150.4844,45.3906,-0.3125,2018/12/9 10:09
88,-0.0482,-6.9881,6.8976,-15.2649,-5.9982,-36.4197,150.4844,45.3906,-0.3125,2018/12/9 10:09
89,-0.0482,-6.9833,6.8956,-16.6458,-6.5247,-35.3439,150.4844,45.3906,-0.3125,2018/12/9 10:09
90,-0.0522,-6.9889,6.8976,-16.1011,-5.8762,-35.6781,150.4844,45.3906,-0.3125,2018/12/9 10:09
91,-0.0482,-6.9881,6.8972,-15.7501,-5.9097,-35.5743,150.4844,45.3906,-0.3125,2018/12/9 10:09
92,-0.0506,-6.9893,6.8932,-15.8371,-6.0822,-35.1212,150.4844,45.3906,-0.3125,2018/12/9 10:09
93,-0.051,-6.9905,6.8924,-16.2552,-6.3553,-35.5896,150.4844,45.3906,-0.3125,2018/12/9 10:09
94,-0.0486,-6.9849,6.8936,-16.0721,-6.1707,-35.6018,150.4844,45.3906,-0.3125,2018/12/9 10:09
95,-0.0506,-6.9877,6.8972,-15.9973,-5.7205,-35.7483,150.4844,45.3906,-0.3125,2018/12/9 10:09
96,-0.0466,-6.9857,6.896,-15.8325,-6.3385,-34.7809,150.4844,45.3906,-0.3125,2018/12/9 10:09
97,-0.0462,-6.9893,6.8932,-15.5136,-5.4901,-34.9503,150.4844,45.3906,-0.3125,2018/12/9 10:09
98,-0.0495,-6.9833,6.8968,-15.6738,-6.1508,-35.7468,150.4844,45.3906,-0.3125,2018/12/9 10:09
99,-0.0514,-6.9889,6.8964,-15.0711,-5.5725,-35.2036,150.4844,45.3906,-0.3125,2018/12/9 10:09
100,-0.0526,-6.9809,6.898,-15.9302,-5.9769,-35.2814,150.4844,45.3906,-0.3125,2018/12/9 10:09
101,-0.0518,-6.9893,6.8972,-15.4434,-6.4606,-36.1527,150.4844,45.3906,-0.3125,2018/12/9 10:09
102,-0.0463,-6.9893,6.8964,-16.3956,-6.0638,-35.0128,150.4844,45.3906,-0.3281,2018/12/9 10:09
103,-0.0475,-6.9849,6.8968,-16.0111,-5.4642,-35.1074,150.4844,45.3906,-0.3281,2018/12/9 10:09
104,-0.0534,-6.9877,6.8972,-16.1346,-6.2103,-35.4492,150.4844,45.3906,-0.3281,2018/12/9 10:09
105,-0.0459,-6.9869,6.8956,-15.7761,-5.8304,-36.3846,150.4844,45.3906,-0.3281,2018/12/9 10:09
106,-0.0518,-6.9829,6.8936,-15.4312,-6.1646,-35.0647,150.4844,45.3906,-0.3281,2018/12/9 10:09
107,-0.055,-6.9885,6.894,-15.8279,-6.4255,-35.3424,150.4844,45.3906,-0.3281,2018/12/9 10:09
108,-0.0514,-6.9889,6.8916,-15.9958,-5.7358,-35.6155,150.4844,45.3906,-0.3281,2018/12/9 10:09
109,-0.0502,-6.9837,6.8968,-15.6845,-5.9418,-35.2844,150.4844,45.3906,-0.3281,2018/12/9 10:09
110,-0.049,-6.9829,6.8964,-15.4358,-6.4819,-35.7849,150.4844,45.3906,-0.3281,2018/12/9 10:09
111,-0.0506,-6.9885,6.8952,-16.5329,-5.3467,-35.3043,150.4844,45.3906,-0.3281,2018/12/9 10:09
112,-0.0462,-6.9805,6.9024,-15.9256,-5.4581,-35.4446,150.4844,45.3906,-0.3281,2018/12/9 10:09
113,-0.0482,-6.9857,6.8976,-15.7257,-5.806,-35.7925,150.4844,45.3906,-0.3281,2018/12/9 10:09
114,-0.0526,-6.9881,6.8952,-16.3528,-6.2042,-35.553,150.4844,45.3906,-0.3281,2018/12/9 10:09
115,-0.0518,-6.9885,6.8956,-15.86,-6.1493,-35.2249,150.4844,45.3906,-0.3281,2018/12/9 10:09
116,-0.0486,-6.9901,6.8916,-16.1194,-5.5405,-35.4233,150.4844,45.3906,-0.3281,2018/12/9 10:09
117,-0.0518,-6.9877,6.8992,-15.9729,-5.9586,-35.2142,150.4844,45.3906,-0.3281,2018/12/9 10:09
118,-0.0482,-6.9833,6.8988,-16.0461,-5.9967,-35.2173,150.4844,45.3906,-0.3281,2018/12/9 10:09
119,-0.051,-6.9861,6.9024,-15.6418,-6.102,-34.903,150.4844,45.3906,-0.3281,2018/12/9 10:09
120,-0.0522,-6.9801,6.8968,-16.1224,-6.0135,-35.2036,150.4844,45.3906,-0.3281,2018/12/9 10:09
121,-0.0451,-6.9849,6.8968,-16.3452,-6.1111,-35.2585,150.4844,45.3906,-0.3281,2018/12/9 10:09
122,-0.0538,-6.9873,6.8968,-15.8981,-5.5481,-34.5337,150.4844,45.3906,-0.3281,2018/12/9 10:09
123,-0.0467,-6.9901,6.8968,-16.0614,-5.9097,-35.2203,150.4844,45.3906,-0.3281,2018/12/9 10:09
124,-0.0479,-6.9893,6.8948,-16.2933,-5.6015,-34.8831,150.4844,45.3906,-0.3281,2018/12/9 10:09
125,-0.049,-6.9889,6.892,-15.4678,-6.2195,-34.9274,150.4844,45.3906,-0.3281,2018/12/9 10:09
126,-0.0447,-6.9853,6.8928,-15.7028,-6.5598,-35.2799,150.4844,45.3906,-0.3281,2018/12/9 10:09
127,-0.0479,-6.9821,6.892,-15.8722,-5.9448,-35.0388,150.4844,45.3906,-0.3281,2018/12/9 10:09
128,-0.0475,-6.9881,6.892,-16.2369,-5.6549,-35.1578,150.4844,45.3906,-0.3281,2018/12/9 10:09
129,-0.0495,-6.9921,6.8956,-15.6921,-6.0928,-36.0367,150.4844,45.3906,-0.3281,2018/12/9 10:09
130,-0.0578,-6.9953,6.896,-16.185,-5.9647,-35.2631,150.4844,45.3906,-0.3281,2018/12/9 10:09
131,-0.0506,-6.9881,6.8948,-15.7257,-6.2561,-35.6201,150.4844,45.3906,-0.3281,2018/12/9 10:09
132,-0.0499,-6.9873,6.8984,-15.8432,-6.1005,-35.8093,150.4844,45.3906,-0.3281,2018/12/9 10:09
133,-0.0526,-6.9853,6.8992,-15.9042,-5.5466,-34.9564,150.4844,45.3906,-0.3281,2018/12/9 10:09
134,-0.051,-6.9853,6.8972,-16.1667,-6.3644,-35.2493,150.4844,45.3906,-0.3281,2018/12/9 10:09
135,-0.0482,-6.9857,6.9008,-15.892,-6.6223,-35.3745,150.4844,45.3906,-0.3281,2018/12/9 10:09
136,-0.0514,-6.9877,6.9004,-16.0187,-5.9097,-34.9579,150.4844,45.3906,-0.3281,2018/12/9 10:09
137,-0.0518,-6.9841,6.8972,-15.9164,-6.0532,-35.9467,150.4844,45.3906,-0.3281,2018/12/9 10:09
138,-0.0518,-6.9885,6.8908,-16.3361,-5.838,-35.4935,150.4844,45.3906,-0.3281,2018/12/9 10:09
139,-0.0526,-6.9849,6.8988,-16.1408,-6.1615,-35.881,150.4844,45.3906,-0.3281,2018/12/9 10:09
140,-0.0475,-6.9829,6.8988,-15.4541,-6.131,-35.7849,150.4844,45.3906,-0.3281,2018/12/9 10:09
141,-0.0526,-6.9873,6.896,-15.8142,-6.0043,-35.2707,150.4844,45.3906,-0.3281,2018/12/9 10:09
142,-0.0471,-6.9853,6.8976,-15.6464,-5.1697,-35.6949,150.4844,45.3906,-0.3281,2018/12/9 10:09
143,-0.0538,-6.9893,6.8988,-15.7333,-5.8868,-34.9243,150.4844,45.3906,-0.3281,2018/12/9 10:09
144,-0.0522,-6.9869,6.8964,-15.8569,-5.4688,-35.5209,150.4844,45.3906,-0.3281,2018/12/9 10:09
145,-0.0546,-6.9841,6.8956,-15.5899,-5.9967,-35.2127,150.4844,45.3906,-0.3281,2018/12/9 10:09
146,-0.0538,-6.9873,6.8928,-15.1367,-5.7693,-34.7488,150.4844,45.3906,-0.3281,2018/12/9 10:09
147,-0.0526,-6.9885,6.8996,-16.1545,-5.6564,-35.3668,150.4844,45.3906,-0.3281,2018/12/9 10:09
148,-0.0482,-6.9889,6.8972,-16.3254,-6.34,-34.4711,150.4844,45.3906,-0.3281,2018/12/9 10:09
149,-0.055,-6.9869,6.8928,-15.7425,-5.5588,-35.1975,150.4844,45.3906,-0.3281,2018/12/9 10:09
150,-0.0451,-6.9869,6.8936,-15.4572,-6.0471,-35.3928,150.4844,45.3906,-0.3281,2018/12/9 10:09
151,-0.0455,-6.9853,6.8964,-15.9164,-6.218,-35.1517,150.4844,45.3906,-0.3281,2018/12/9 10:09
152,-0.051,-6.9853,6.8972,-16.2689,-5.9937,-35.7224,150.4844,45.3906,-0.3281,2018/12/9 10:09
153,-0.0486,-6.9853,6.8964,-15.5945,-6.4865,-35.2951,150.4844,45.3906,-0.3281,2018/12/9 10:09
154,-0.0514,-6.9869,6.8936,-16.4414,-5.9311,-35.2356,150.4844,45.3906,-0.3281,2018/12/9 10:09
155,-0.055,-6.9857,6.8936,-16.301,-6.1447,-35.7803,150.4844,45.3906,-0.3281,2018/12/9 10:09
156,-0.0502,-6.9861,6.8972,-16.0873,-5.5679,-35.5362,150.4844,45.3906,-0.3281,2018/12/9 10:09
157,-0.0479,-6.9889,6.8952,-15.8112,-6.1539,-35.0784,150.4844,45.3906,-0.3281,2018/12/9 10:09
158,-0.0518,-6.9865,6.8956,-15.7303,-5.9311,-35.26,150.4844,45.3906,-0.3281,2018/12/9 10:09
159,-0.0522,-6.9849,6.898,-16.1087,-5.5435,-35.6628,150.4844,45.3906,-0.3281,2018/12/9 10:09
160,-0.0518,-6.9889,6.9008,-16.1057,-5.9982,-35.4813,150.4844,45.3906,-0.3281,2018/12/9 10:09
161,-0.0479,-6.9893,6.8972,-15.5884,-5.484,-35.0159,150.4844,45.3906,-0.3281,2018/12/9 10:09
162,-0.0518,-6.9889,6.8968,-15.9119,-5.8807,-35.289,150.4844,45.3906,-0.3281,2018/12/9 10:09
163,-0.0499,-6.9901,6.8964,-16.4291,-5.9692,-34.9243,150.4844,45.3906,-0.3281,2018/12/9 10:09
164,-0.051,-6.9897,6.8976,-16.0843,-5.8456,-35.0876,150.4844,45.3906,-0.3281,2018/12/9 10:09
165,-0.0471,-6.9881,6.8944,-15.6586,-6.1554,-35.2341,150.4844,45.3906,-0.3281,2018/12/9 10:09
166,-0.0462,-6.9869,6.898,-15.416,-6.0242,-34.4452,150.4844,45.3906,-0.3281,2018/12/9 10:09
167,-0.049,-6.9921,6.9016,-16.2506,-6.041,-34.3491,150.4844,45.3906,-0.3281,2018/12/9 10:09
168,-0.0447,-6.9861,6.894,-15.8783,-5.0888,-35.6094,150.4844,45.3906,-0.3281,2018/12/9 10:09
169,-0.051,-6.9909,6.8984,-15.8798,-5.7999,-34.5978,150.4844,45.3906,-0.3281,2018/12/9 10:09
170,-0.0475,-6.9865,6.896,-15.8737,-6.4178,-34.4864,150.4844,45.3906,-0.3281,2018/12/9 10:09
171,-0.0495,-6.9869,6.8968,-15.8463,-6.4621,-35.3577,150.4844,45.3906,-0.3281,2018/12/9 10:09
172,-0.0499,-6.9941,6.9004,-15.8554,-5.8365,-35.8704,150.4844,45.3906,-0.3281,2018/12/9 10:09
173,-0.0538,-6.9905,6.8984,-15.7745,-6.5903,-34.996,150.4844,45.3906,-0.3281,2018/12/9 10:09
174,-0.0443,-6.9861,6.898,-15.5884,-6.1966,-35.2219,150.4844,45.3906,-0.3281,2018/12/9 10:09
175,-0.0491,-6.9913,6.8968,-15.9897,-4.9622,-35.8261,150.4844,45.3906,-0.3281,2018/12/9 10:09
176,-0.0495,-6.9877,6.898,-16.4917,-6.0822,-35.202,150.4844,45.3906,-0.3281,2018/12/9 10:09
177,-0.0514,-6.9869,6.8964,-16.0278,-5.8456,-36.3403,150.4844,45.4063,-0.3281,2018/12/9 10:09
178,-0.0462,-6.9893,6.896,-15.8279,-6.1996,-35.6461,150.4844,45.4063,-0.3281,2018/12/9 10:09
179,-0.0502,-6.9917,6.898,-15.7761,-5.9845,-34.7549,150.4844,45.4063,-0.3281,2018/12/9 10:09
180,-0.051,-6.9897,6.8976,-16.629,-6.1707,-35.3363,150.4844,45.4063,-0.3281,2018/12/9 10:09
181,-0.0534,-6.9873,6.896,-15.5396,-6.1523,-35.524,150.4844,45.4063,-0.3281,2018/12/9 10:09
182,-0.0506,-6.9817,6.8996,-16.1484,-6.3004,-35.5972,150.4844,45.4063,-0.3281,2018/12/9 10:09
183,-0.0526,-6.9881,6.896,-15.9287,-5.9555,-35.0723,150.4844,45.4063,-0.3281,2018/12/9 10:09
184,-0.0499,-6.9865,6.8988,-15.0269,-5.8945,-34.6603,150.4844,45.4063,-0.3281,2018/12/9 10:09
185,-0.053,-6.9893,6.8984,-15.4526,-6.485,-35.611,150.4844,45.4063,-0.3281,2018/12/9 10:09
186,-0.0479,-6.9889,6.8996,-15.7547,-6.0608,-36.1801,150.4844,45.4063,-0.3281,2018/12/9 10:09
187,-0.0514,-6.9881,6.9012,-15.8188,-6.6025,-35.1471,150.4844,45.4063,-0.3281,2018/12/9 10:09
188,-0.0526,-6.9881,6.8988,-15.6845,-5.6061,-35.437,150.4844,45.4063,-0.3281,2018/12/9 10:09
189,-0.0506,-6.9901,6.8944,-15.1794,-6.5826,-34.906,150.4844,45.4063,-0.3281,2018/12/9 10:09
190,-0.051,-6.9897,6.8912,-16.0416,-6.2103,-35.3409,150.4844,45.4063,-0.3281,2018/12/9 10:09
191,-0.055,-6.9881,6.8936,-16.6428,-5.9647,-34.9747,150.4688,45.4063,-0.3281,2018/12/9 10:09
192,-0.0499,-6.9853,6.8964,-15.5624,-6.1874,-35.4797,150.4688,45.4063,-0.3281,2018/12/9 10:09
193,-0.0455,-6.9869,6.8988,-15.6555,-6.4529,-36.2366,150.4688,45.4063,-0.3281,2018/12/9 10:09
194,-0.0475,-6.9837,6.8932,-15.3763,-6.0272,-34.8602,150.4688,45.4063,-0.3281,2018/12/9 10:09
195,-0.0471,-6.9837,6.8944,-15.6876,-6.0959,-35.5545,150.4688,45.4063,-0.3281,2018/12/9 10:09
196,-0.0518,-6.9901,6.898,-15.48,-5.5725,-34.7763,150.4688,45.4063,-0.3281,2018/12/9 10:09
197,-0.0495,-6.9861,6.8976,-15.1703,-5.809,-34.4589,150.4688,45.4063,-0.3281,2018/12/9 10:09
198,-0.0522,-6.9829,6.8972,-15.8417,-6.308,-34.5276,150.4688,45.4063,-0.3281,2018/12/9 10:09
199,-0.0562,-6.9821,6.9012,-16.0645,-6.1218,-35.1517,150.4688,45.4063,-0.3281,2018/12/9 10:09
average,-0.050104523,-6.986992462,6.896122613,-15.85982714,-5.99600201,-35.33453065,150.4836945,45.38755427,-0.320182412,
